키워드,법령명,조문 번호,조문 내용
근로,산업재해보상보험법,76조 ②항 4호,"제76조(보험급여의 일시지급)
② 제1항에 따라 한꺼번에 지급할 수 있는 금액은 다음 각 호의 보험급여를 미리 지급하는 기간에 따른 이자 등을 고려하여 대통령령으로 정하는 방법에 따라 각각 환산한 금액을 합한 금액으로 한다. 이 경우 해당 근로자가 제3호 및 제4호에 따른 보험급여의 지급사유 모두에 해당될 것으로 의학적으로 판단되는 경우에는 제4호에 해당하는 보험급여의 금액은 합산하지 아니한다. <개정 2010.1.27, 2010.5.20, 2018.6.12, 2020.5.26>
4. 출국하기 위하여 요양을 중단할 당시 요양 개시일부터 2년이 지난 후에 상병보상연금의 지급대상이 되는 중증요양상태가 지속될 것으로 예상되는 경우에는 그 예상되는 중증요양상태등급(요양 개시일부터 2년이 지난 후 출국하기 위하여 요양을 중단하는 경우에는 그 당시의 부상ㆍ질병 상태에 따른 중증요양상태등급)과 같은 장해등급에 해당하는 장해보상일시금에 해당하는 금액"
근로,산업재해보상보험법,76조 ②항 5호,"제76조(보험급여의 일시지급)
② 제1항에 따라 한꺼번에 지급할 수 있는 금액은 다음 각 호의 보험급여를 미리 지급하는 기간에 따른 이자 등을 고려하여 대통령령으로 정하는 방법에 따라 각각 환산한 금액을 합한 금액으로 한다. 이 경우 해당 근로자가 제3호 및 제4호에 따른 보험급여의 지급사유 모두에 해당될 것으로 의학적으로 판단되는 경우에는 제4호에 해당하는 보험급여의 금액은 합산하지 아니한다. <개정 2010.1.27, 2010.5.20, 2018.6.12, 2020.5.26>
5. 요양 당시 받고 있는 진폐장해등급에 따른 진폐보상연금"
근로,산업재해보상보험법,76조 ③항,"제76조(보험급여의 일시지급)
③ 제1항에 따른 일시지급의 신청 및 지급 절차는 고용노동부령으로 정한다. <개정 2010.6.4>"
근로,산업재해보상보험법,86조 ①항,"제86조(보험급여 등의 충당)
① 공단은 제84조제1항 및 제3항에 따라 부당이득을 받은 자, 제84조제2항에 따라 연대책임이 있는 보험가입자 또는 산재보험 의료기관에 지급할 보험급여ㆍ진료비 또는 약제비가 있으면 이를 제84조에 따라 징수할 금액에 충당할 수 있다."
근로,산업재해보상보험법,86조 ②항,"제86조(보험급여 등의 충당)
② 보험급여ㆍ진료비 및 약제비의 충당 한도 및 충당 절차는 대통령령으로 정한다."
근로,산업재해보상보험법,96조 ①항 1호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
1. 보험급여의 지급 및 반환금의 반환"
근로,산업재해보상보험법,96조 ①항 2호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
2. 차입금 및 이자의 상환"
근로,산업재해보상보험법,96조 ①항 3호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
3. 공단에의 출연"
근로,산업재해보상보험법,96조 ①항 4호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
4.「산업안전보건법」 제12조에 따른 용도"
근로,산업재해보상보험법,96조 ①항 5호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
5. 재해근로자의 복지 증진"
근로,산업재해보상보험법,96조 ①항 6호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
6. 「한국산업안전보건공단법」에 따른 한국산업안전보건공단(이하 ""한국산업안전보건공단""이라 한다)에 대한 출연"
근로,산업재해보상보험법,96조 ①항 7호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
7. 보험료징수법 제4조에 따른 업무를 위탁받은 자에의 출연"
근로,산업재해보상보험법,96조 ①항 8호,"제96조(기금의 용도)
① 기금은 다음 각 호의 용도에 사용한다. <개정 2008.12.31, 2010.1.27, 2019.1.15>
8. 그 밖에 보험사업 및 기금의 관리와 운용"
근로,산업재해보상보험법,96조 ②항,"제96조(기금의 용도)
② 고용노동부장관은 회계연도마다 제1항 각 호에 해당하는 기금지출예산 총액의 100분의 8 이상을 제1항제4호 및 제6호에 따른 용도로 계상하여야 한다. <개정 2010.6.4>"
근로,산업재해보상보험법,96조 ③항,"제96조(기금의 용도)
③ 제1항제7호에 따라 기금으로부터 「국민건강보험법」 제13조에 따른 국민건강보험공단에 출연하는 금액은 징수업무(고지ㆍ수납ㆍ체납 업무를 말한다)가 차지하는 비율 등을 기준으로 산정한다. <신설 2018.6.12>"
근로,산업재해보상보험법,106조 ①항,"제106조(재심사 청구의 제기)
① 제105조제1항에 따른 심사 청구에 대한 결정에 불복하는 자는 제107조에 따른 산업재해보상보험재심사위원회에 재심사 청구를 할 수 있다. 다만, 판정위원회의 심의를 거친 보험급여에 관한 결정에 불복하는 자는 제103조에 따른 심사 청구를 하지 아니하고 재심사 청구를 할 수 있다."
근로,산업재해보상보험법,106조 ②항,"제106조(재심사 청구의 제기)
② 제1항에 따른 재심사 청구는 그 보험급여 결정등을 한 공단의 소속 기관을 거쳐 제107조에 따른 산업재해보상보험재심사위원회에 제기하여야 한다."
근로,산업재해보상보험법,106조 ③항,"제106조(재심사 청구의 제기)
③ 제1항에 따른 재심사 청구는 심사 청구에 대한 결정이 있음을 안 날부터 90일 이내에 제기하여야 한다. 다만, 제1항 단서에 따라 심사 청구를 거치지 아니하고 재심사 청구를 하는 경우에는 보험급여에 관한 결정이 있음을 안 날부터 90일 이내에 제기하여야 한다."
근로,산업재해보상보험법,106조 ④항,"제106조(재심사 청구의 제기)
④ 재심사 청구에 관하여는 제103조제4항을 준용한다. 이 경우 ""심사 청구서""는 ""재심사 청구서""로, ""공단""은 ""산업재해보상보험재심사위원회""로 본다."
근로,산업재해보상보험법,116조 ①항,"제116조(사업주 등의 조력)
① 보험급여를 받을 사람이 사고로 보험급여의 청구 등의 절차를 행하기 곤란하면 사업주는 이를 도와야 한다. <개정 2020.5.26>"
근로,산업재해보상보험법,116조 ②항,"제116조(사업주 등의 조력)
② 사업주는 보험급여를 받을 사람이 보험급여를 받는 데에 필요한 증명을 요구하면 그 증명을 하여야 한다. <개정 2020.5.26>"
근로,산업재해보상보험법,116조 ③항,"제116조(사업주 등의 조력)
③ 사업주의 행방불명, 그 밖의 부득이한 사유로 제2항에 따른 증명이 불가능하면 그 증명을 생략할 수 있다."
근로,산업재해보상보험법,116조 ④항,"제116조(사업주 등의 조력)
④ 제91조의15제2호에 따른 플랫폼 종사자는 보험급여를 받기 위하여 필요한 경우 노무제공 내용, 노무대가 및 시간에 관한 자료 또는 이와 관련된 정보의 제공을 제91조의15제3호에 따른 플랫폼 운영자에게 요청할 수 있다. 이 경우 요청을 받은 플랫폼 운영자는 특별한 사유가 없으면 해당 자료 또는 정보를 제공하여야 한다. <신설 2022.6.10>"
근로,산업재해보상보험법,126조 ①항,"제126조(「국민기초생활 보장법」상의 수급자에 대한 특례)
① 제5조제2호에 따른 근로자가 아닌 사람으로서 「국민기초생활 보장법」 제15조에 따른 자활급여 수급자 중 고용노동부장관이 정하여 고시하는 사업에 종사하는 사람은 제5조제2호에도 불구하고 이 법의 적용을 받는 근로자로 본다. <개정 2010.6.4, 2020.5.26>"
근로,산업재해보상보험법,126조 ②항,"제126조(「국민기초생활 보장법」상의 수급자에 대한 특례)
② 자활급여 수급자의 보험료 산정 및 보험급여의 기초가 되는 임금액은 자활급여 수급자가 제1항의 사업에 참여하여 받는 자활급여로 한다."
근로,산업재해보상보험법,126조,제126조의2(벌칙 적용에서 공무원 의제) 재심사위원회 위원 중 공무원이 아닌 위원은 「형법」 제129조부터 제132조까지의 규정을 적용할 때에는 공무원으로 본다.
근로,산업재해보상보험법,36조,제3장 보험급여
근로,산업재해보상보험법,36조 ①항 1호,"제36조(보험급여의 종류와 산정 기준 등)
① 보험급여의 종류는 다음 각 호와 같다. 다만, 진폐에 따른 보험급여의 종류는 제1호의 요양급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여, 제91조의3에 따른 진폐보상연금 및 제91조의4에 따른 진폐유족연금으로 하고, 제91조의12에 따른 건강손상자녀에 대한 보험급여의 종류는 제1호의 요양급여, 제3호의 장해급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여로 한다. <개정 2010.5.20, 2021.1.26, 2022.1.11>
1. 요양급여"
근로,산업재해보상보험법,36조 ①항 2호,"제36조(보험급여의 종류와 산정 기준 등)
① 보험급여의 종류는 다음 각 호와 같다. 다만, 진폐에 따른 보험급여의 종류는 제1호의 요양급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여, 제91조의3에 따른 진폐보상연금 및 제91조의4에 따른 진폐유족연금으로 하고, 제91조의12에 따른 건강손상자녀에 대한 보험급여의 종류는 제1호의 요양급여, 제3호의 장해급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여로 한다. <개정 2010.5.20, 2021.1.26, 2022.1.11>
2. 휴업급여"
근로,산업재해보상보험법,36조 ①항 3호,"제36조(보험급여의 종류와 산정 기준 등)
① 보험급여의 종류는 다음 각 호와 같다. 다만, 진폐에 따른 보험급여의 종류는 제1호의 요양급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여, 제91조의3에 따른 진폐보상연금 및 제91조의4에 따른 진폐유족연금으로 하고, 제91조의12에 따른 건강손상자녀에 대한 보험급여의 종류는 제1호의 요양급여, 제3호의 장해급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여로 한다. <개정 2010.5.20, 2021.1.26, 2022.1.11>
3. 장해급여"
근로,산업재해보상보험법,36조 ①항 4호,"제36조(보험급여의 종류와 산정 기준 등)
① 보험급여의 종류는 다음 각 호와 같다. 다만, 진폐에 따른 보험급여의 종류는 제1호의 요양급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여, 제91조의3에 따른 진폐보상연금 및 제91조의4에 따른 진폐유족연금으로 하고, 제91조의12에 따른 건강손상자녀에 대한 보험급여의 종류는 제1호의 요양급여, 제3호의 장해급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여로 한다. <개정 2010.5.20, 2021.1.26, 2022.1.11>
4. 간병급여"
근로,산업재해보상보험법,36조 ①항 5호,"제36조(보험급여의 종류와 산정 기준 등)
① 보험급여의 종류는 다음 각 호와 같다. 다만, 진폐에 따른 보험급여의 종류는 제1호의 요양급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여, 제91조의3에 따른 진폐보상연금 및 제91조의4에 따른 진폐유족연금으로 하고, 제91조의12에 따른 건강손상자녀에 대한 보험급여의 종류는 제1호의 요양급여, 제3호의 장해급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여로 한다. <개정 2010.5.20, 2021.1.26, 2022.1.11>
5. 유족급여"
근로,산업재해보상보험법,36조 ①항 6호,"제36조(보험급여의 종류와 산정 기준 등)
① 보험급여의 종류는 다음 각 호와 같다. 다만, 진폐에 따른 보험급여의 종류는 제1호의 요양급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여, 제91조의3에 따른 진폐보상연금 및 제91조의4에 따른 진폐유족연금으로 하고, 제91조의12에 따른 건강손상자녀에 대한 보험급여의 종류는 제1호의 요양급여, 제3호의 장해급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여로 한다. <개정 2010.5.20, 2021.1.26, 2022.1.11>
6. 상병(傷病)보상연금"
근로,산업재해보상보험법,36조 ①항 7호,"제36조(보험급여의 종류와 산정 기준 등)
① 보험급여의 종류는 다음 각 호와 같다. 다만, 진폐에 따른 보험급여의 종류는 제1호의 요양급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여, 제91조의3에 따른 진폐보상연금 및 제91조의4에 따른 진폐유족연금으로 하고, 제91조의12에 따른 건강손상자녀에 대한 보험급여의 종류는 제1호의 요양급여, 제3호의 장해급여, 제4호의 간병급여, 제7호의 장례비, 제8호의 직업재활급여로 한다. <개정 2010.5.20, 2021.1.26, 2022.1.11>
7. 장례비"
